;TAZID,CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,CO_FIPS,CO_NAME
1,30001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66905.0,0.0,0.0,0.0,3,BOX ELDER
2,30002,18.7,99.40000000000002,5.315508021390376,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,1.1,66905.0,0.0,0.0,0.0,3,BOX ELDER
3,30003,15.300000000000002,61.4,4.013071895424836,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.9,51492.0,0.0,0.0,0.0,3,BOX ELDER
4,30004,4.1,12.9,3.1463414634146347,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,51492.0,0.0,0.0,0.0,3,BOX ELDER
5,30005,59.4,168.5,2.836700336700337,7.5,0.7000000000000001,2.0,4.800000000000001,14.1,0.4000000000000001,0.3,1.3999999999999997,0.6,0.2,0.6,2.7000000000000006,1.3,0.0,0.0,3.2000000000000006,3.4,68948.0,0.0,0.0,0.0,3,BOX ELDER
6,30006,6.3,19.5,3.095238095238096,4.4,0.0,4.4,0.0,5.4,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4000000000000001,51492.0,0.0,0.0,0.0,3,BOX ELDER
7,30007,44.0,120.8,2.7454545454545456,53.3,5.000000000000001,26.5,21.8,141.9,3.2000000000000006,1.8,7.8,18.7,1.3,3.2999999999999994,2.6,14.6,85.5,0.0,0.6,2.5,51492.0,0.0,0.0,0.0,3,BOX ELDER
8,30008,46.79999999999999,146.2,3.1239316239316244,43.8,11.400000000000002,0.7000000000000001,31.700000000000003,48.40000000000001,11.300000000000002,0.1,0.5,0.2,29.100000000000005,0.2,0.2,2.2,0.0,0.0,1.9,2.7000000000000006,71055.0,0.0,0.0,0.0,3,BOX ELDER
9,30009,24.600000000000005,29.5,1.1991869918699185,66.39999999999999,2.3,56.0,8.1,72.30000000000001,1.3,1.0,4.4,51.6,0.6999999999999998,1.9,1.5,4.0,0.0,0.0,4.5,1.3999999999999997,51492.0,0.0,0.0,0.0,3,BOX ELDER
10,30010,18.0,57.70000000000001,3.205555555555556,52.6,0.0,52.6,0.0,54.2,0.0,0.0,0.0,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,51492.0,0.0,0.0,0.0,3,BOX ELDER
11,30011,5.7,16.3,2.8596491228070176,0.0,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,71342.0,0.0,0.0,0.0,3,BOX ELDER
12,30012,16.8,55.5,3.3035714285714284,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,71342.0,0.0,0.0,0.0,3,BOX ELDER
13,30013,6.5,18.3,2.815384615384616,0.0,0.0,0.0,0.0,3.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2000000000000006,0.4000000000000001,71342.0,0.0,0.0,0.0,3,BOX ELDER
14,30014,7.8,22.0,2.8205128205128207,0.0,0.0,0.0,0.0,6.800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.400000000000001,0.4000000000000001,71342.0,0.0,0.0,0.0,3,BOX ELDER
15,30015,1.0,2.7999999999999994,2.7999999999999994,290.5,15.3,214.6,60.6,311.8999999999999,8.6,6.7,121.5,93.09999999999998,4.7,12.6,10.0,33.3,19.4,0.0,1.9,0.1,66905.0,0.0,0.0,0.0,3,BOX ELDER
16,30016,19.3,54.9,2.844559585492228,66.9,0.0,41.9,25.0,90.3,0.0,0.0,0.5,41.4,0.0,0.0,0.0,25.0,0.0,0.0,22.3,1.1,68948.0,0.0,0.0,0.0,3,BOX ELDER
17,30017,18.5,100.2,5.416216216216216,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,71342.0,0.0,0.0,0.0,3,BOX ELDER
18,30018,0.0,0.0,0.0,756.9000000000001,35.4,597.5000000000001,124.0,760.7,20.0,15.4,455.6000000000001,141.9,10.800000000000002,29.100000000000005,23.0,61.1,0.0,0.0,3.8,0.0,71342.0,0.0,0.0,0.0,3,BOX ELDER
19,30019,181.2,614.6,3.391832229580575,44.6,14.8,16.200000000000003,13.6,65.10000000000001,13.1,1.7,7.400000000000001,8.8,1.2,3.2000000000000006,2.5,6.7,0.0,0.0,10.2,10.3,68948.0,0.0,0.0,0.0,3,BOX ELDER
20,30020,166.0,410.1000000000001,2.470481927710844,120.0,19.2,31.7,69.10000000000001,142.8,14.199999999999998,5.0,22.0,9.7,3.5,9.4,7.5,48.70000000000001,0.0,0.0,13.4,9.4,79483.0,0.0,0.0,0.0,3,BOX ELDER
21,30021,10.800000000000002,30.899999999999995,2.86111111111111,442.1,15.3,373.0,53.8,459.9,8.6,6.7,343.2,29.8,4.7,12.6,10.0,26.5,0.0,0.0,17.2,0.6,68948.0,0.0,0.0,0.0,3,BOX ELDER
22,30022,26.0,74.2,2.853846153846154,62.5,7.4,28.1,27.0,93.9,4.0,3.4,22.3,5.8,2.4,6.2,5.1,13.300000000000002,0.0,0.0,29.899999999999995,1.5,68948.0,0.0,0.0,0.0,3,BOX ELDER
23,30023,39.6,174.19999999999996,4.398989898989898,136.8,14.2,71.5,51.1,161.3,7.8,6.400000000000001,44.9,26.600000000000005,4.5,11.9,9.5,25.2,0.0,0.0,22.3,2.2,68948.0,0.0,0.0,0.0,3,BOX ELDER
24,30024,120.2,476.1000000000001,3.9608985024958407,8.5,1.0,2.8000000000000003,4.7,27.4,0.5,0.5,2.0,0.8000000000000002,0.3,0.8000000000000002,1.8,1.8,0.0,0.0,12.1,6.8,68948.0,0.0,0.0,0.0,3,BOX ELDER
25,30025,298.6,834.9,2.7960482250502343,152.79999999999998,7.1,12.1,133.6,174.79999999999998,5.2,1.9,8.6,3.5,1.3999999999999997,104.0,17.6,10.6,0.0,0.0,5.1,16.9,61738.0,0.0,0.0,0.0,3,BOX ELDER
26,30026,183.0,342.7,1.8726775956284152,179.0,11.8,21.399999999999995,145.8,189.4,11.1,0.6999999999999998,10.699999999999998,10.699999999999998,0.5,42.9,79.1,23.3,0.0,0.0,0.0,10.4,54266.0,0.0,0.0,0.0,3,BOX ELDER
27,30027,11.4,32.6,2.8596491228070176,6.199999999999999,0.8000000000000002,2.3,3.1,24.6,0.4000000000000001,0.4000000000000001,1.7,0.6,0.3,0.6999999999999998,0.6,1.5,0.0,0.0,17.8,0.6,71342.0,0.0,0.0,0.0,3,BOX ELDER
28,30028,72.3,131.4,1.8174273858921164,222.2,21.7,122.6,77.9,291.30000000000007,12.0,9.7,105.5,17.1,6.900000000000001,18.1,14.5,38.4,0.0,0.0,65.0,4.1,71342.0,0.0,0.0,0.0,3,BOX ELDER
